,id,url,tweet_text,author_handle,datetime_posted,language,scraped_at
4,1645412545958756353,https://twitter.com/Theholisticpsyc/status/1645412545958756353,Bookmark this post. Use this method and tag me to let me know how your progress is going.,Theholisticpsyc,2023-04-10T13:04:55.000Z,en,2023-04-10 12:08
5,1645412547720273920,https://twitter.com/Theholisticpsyc/status/1645412547720273920,"I used this to change my own life and will be sending out how I did it step by step to all waitlist members tonight.

Join the waitlist here:
https://selfhealerscircle.com/waitlist/",Theholisticpsyc,2023-04-10T13:04:56.000Z,en,2023-04-10 12:08
6,1645372047093268483,https://twitter.com/HOUSEPORN___/status/1645372047093268483,,HOUSEPORN___,2023-04-10T10:24:00.000Z,,2023-04-10 12:08
7,1645400611205021698,https://twitter.com/DisneyPlus/status/1645400611205021698,"Just released at #StarWarsCelebration: Watch the new trailer for #StarWarsVisions Volume 2, featuring nine new shorts from nine celebrated animation studios from across the globe.

Streaming May 4 on #DisneyPlus.",DisneyPlus,2023-04-10T12:17:30.000Z,en,2023-04-10 12:08
4,1645433977560260610,https://twitter.com/amyegallo/status/1645433977560260610,"POC are unfairly judged on their leadership style — and this gender and racial bias significantly hinders their career advancement.  

@RosalindChow explains who should be defending colleagues in this important @HarvardBiz article: https://hbr.org/2023/02/dont-just-sponsor-women-and-people-of-color-defend-them…",amyegallo,2023-04-10T14:30:05.000Z,en,2023-04-10 12:08
5,1645388659972255745,https://twitter.com/hotosm/status/1645388659972255745,"Attending #SkollWF in Oxford on 12 April?

Join @RebeccaFirthy, @mnnthiga, and @AngieNicoleOD at their @marmalade_io session to talk about incorporating local voices into climate resilience to shift power towards those most affected.
Read more/RSVP: https://eventbrite.co.uk/e/centering-community-voices-in-climate-resilience-activities-tickets-575686392497…",hotosm,2023-04-10T11:30:01.000Z,en,2023-04-10 12:08
6,1645407191669538819,https://twitter.com/japantimes/status/1645407191669538819,"Whale sharks see in pitch-black ocean depths due to a mutation in their retinas that causes night blindness in humans, according to Japanese researchers.",japantimes,2023-04-10T12:43:39.000Z,en,2023-04-10 12:08
3,1645396719390314496,https://twitter.com/karyn_nishi/status/1645396719390314496,"国会での政府の答弁を米国のAIに任せる提言案という意味でしょうか

「自民党の提言案では行政が国会答弁の下書きで使うなど『国による徹底した利活用』を求めた。」

そうなら、信じられない提言だ。危険だよ。

https://nikkei.com/article/DGXZQOUC100WA0Q3A410C2000000/?n_cid=NMAIL007_20230410_Y…",karyn_nishi,2023-04-10T12:02:02.000Z,ja,2023-04-10 12:08
5,1645399182608310274,https://twitter.com/japantimes/status/1645399182608310274,Smell something good wafting from a shop in Tokyo’s Hiroo neighborhood? That’s probably because Kristina Ganea has something delicious in the oven.,japantimes,2023-04-10T12:11:49.000Z,en,2023-04-10 12:08
5,1645432483083608064,https://twitter.com/japantimes/status/1645432483083608064,"Performing arts in the Yanbaru region of northern Okinawa Prefecture have been endangered due to depopulation and lifestyle changes, and three years of COVID-19 has delivered yet another blow.",japantimes,2023-04-10T14:24:09.000Z,en,2023-04-10 12:08
